series,timestamp,value
"all",1785505310,"21.99272727269934"
"all",1785505315,"21.67363636364992"
"all",1785505320,"21.336363636380597"
"all",1785505325,"21.230000000023708"
"all",1785505330,"21.075454545440163"
"all",1785505335,"20.95545454547658"
"all",1785505340,"20.51545454538427"
"all",1785505345,"19.896363636309456"
"all",1785505350,"19.44909090906467"
"all",1785505355,"18.781818181826647"
"all",1785505360,"18.21000000002625"
"all",1785505365,"18.0199999999763"
"all",1785505370,"18.231818181801252"
"all",1785505375,"18.44000000000763"
"all",1785505380,"18.215454545443542"
"all",1785505385,"17.96727272730574"
"all",1785505390,"17.512727272696804"
